accession	genbank_accession_rev	strain	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	reverse	authors	institution	clade	outbreak	lineage	coverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	is_reverse_complement
OP536791	OP536791.1	9000417	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1.2	0.9999949292375090	0	613	1	good	good	good	good	good	NBT03_gp174:127-177	FALSE
OP536790	OP536790.1	9000416	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1.2	0.997865208991476	421	605	0	good	good	good	good	good	NBT03_gp174:127-177	FALSE
OP536789	OP536789.1	9000415	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1.7	1	0	614	0	good	good	good	good	good	NBT03_gp174:127-177	FALSE
OP536788	OP536788.1	9000413	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1	1	0	610	0	good	good	good	good	good	NBT03_gp174:127-177	FALSE
OP536787	OP536787.1	9000412	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1	0.9967090751436290	647	608	0	good	good	good	good	good	NBT03_gp174:127-177	FALSE
OP536786	OP536786.1	9000411	2022-XX-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1	1	0	610	0	good	good	good	good	good	NBT03_gp174:127-177	FALSE
OP536785	OP536785.1	9000409	2022-09-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1.3	0.9999746461875470	0	612	5	good	good	good	good	good	NBT03_gp174:127-177	FALSE
OP536784	OP536784.1	9000408	2022-09-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1.2	0.9999949292375090	0	608	1	good	good	good	good	good		FALSE
OP536783	OP536783.1	9000407	2022-09-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1.7	0.9999137970376610	1	613	0	good	good	good	good	good	NBT03_gp174:127-177	FALSE
OP536782	OP536782.1	9000406	2022-09-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1.19	0.9999898584750190	0	610	2	good	good	good	good	good		FALSE
OP536781	OP536781.1	9000405	2022-09-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1.19	0.9981390301659660	367	610	0	good	good	good	good	good	NBT03_gp174:127-177	FALSE
OP536780	OP536780.1	9000404	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1.3	0.9999746461875470	0	612	5	good	good	good	good	good		FALSE
OP536779	OP536779.1	9000403	2022-09-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1.3	1	0	612	0	good	good	good	good	good	NBT03_gp174:127-177	FALSE
OP536778	OP536778.1	9000400	2022-09-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1.7	0.9999949292375090	0	613	1	good	good	good	good	good		FALSE
OP536777	OP536777.1	9000399	2022-09-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1.7	1	0	608	0	good	good	good	good	good		FALSE
OP536776	OP536776.1	9000398	2022-09-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1.7	0.9999746461875470	5	610	0	good	good	good	good	good		FALSE
OP536775	OP536775.1	9000397	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1.7	1	0	608	0	good	good	good	good	good		FALSE
OP536774	OP536774.1	9000396	2022-09-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1.7	1	0	609	0	good	good	good	good	good	OPG025:50-631	FALSE
OP536773	OP536773.1	9000395	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1.2	1	0	609	0	good	good	good	good	good	NBT03_gp174:127-177	FALSE
OP536772	OP536772.1	9000394	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1.5	0.9995284190883780	92	615	1	good	good	good	good	good	NBT03_gp174:127-177	FALSE
OP536771	OP536771.1	9000393	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1	1	0	610	0	good	good	good	good	good	NBT03_gp174:127-177	FALSE
OP536770	OP536770.1	9000392	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1	1	0	610	0	good	good	good	good	good		FALSE
OP536769	OP536769.1	9000391	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1.7	0.9999847877125280	0	611	3	good	good	good	good	good	NBT03_gp174:127-177	FALSE
OP536768	OP536768.1	9000390	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1.2	1	0	611	0	good	good	good	good	good		FALSE
OP536767	OP536767.1	9000389	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1	0.9999898584750190	0	610	2	good	good	good	good	good	NBT03_gp174:127-177	FALSE
OP536766	OP536766.1	9000388	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1	0.9999898584750190	0	610	2	good	good	good	good	good		FALSE
OP536765	OP536765.1	9000387	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1.6	1	0	609	0	good	good	good	good	good		FALSE
OP536764	OP536764.1	9000385	2022-09-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1.10	0.9999797169500380	4	611	0	good	good	good	good	good		FALSE
OP536763	OP536763.1	9000384	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1.2	1	0	615	0	good	good	good	good	good		FALSE
OP536762	OP536762.1	9000383	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1	0.9999847877125280	0	607	3	good	good	good	good	good	NBT03_gp174:127-177	FALSE
OP536761	OP536761.1	9000382	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1	0.9995030652759260	97	605	1	good	good	good	good	good		FALSE
OP536760	OP536760.1	9000381	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1	0.9999949292375090	0	605	1	good	good	good	good	good	NBT03_gp174:127-177	FALSE
OP536759	OP536759.1	9000380	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1	1	0	608	0	good	good	good	good	good	NBT03_gp174:127-177	FALSE
OP536758	OP536758.1	9000378	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1	1	0	608	0	good	good	good	good	good	NBT03_gp174:127-177	FALSE
OP536757	OP536757.1	9000377	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1.3	0.9999949292375090	0	609	1	good	good	good	good	good	NBT03_gp174:127-177	FALSE
OP536756	OP536756.1	9000376	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1.5	0.9999949292375090	0	609	1	good	good	good	good	good		FALSE
OP536755	OP536755.1	9000375	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1	1	0	614	0	good	good	good	good	good		FALSE
OP536754	OP536754.1	9000374	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1	1	0	609	0	good	good	good	good	good		FALSE
OP536753	OP536753.1	9000373	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1	0.9971958683427230	531	609	6	good	good	good	good	good		FALSE
OP536752	OP536752.1	9000372	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1.3	0.9724454766263200	5434	587	0	good	good	good	good	good		FALSE
OP536751	OP536751.1	9000370	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1.3	1	0	610	0	good	good	good	good	good	NBT03_gp174:127-177	FALSE
OP536750	OP536750.1	9000369	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1.2	1	0	609	0	good	good	good	good	good	NBT03_gp174:127-177	FALSE
OP536749	OP536749.1	9000368	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1	1	0	607	0	good	good	good	good	good		FALSE
OP536748	OP536748.1	9000366	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1.3	1	0	609	0	good	good	good	good	good	NBT03_gp174:127-177	FALSE
OP536747	OP536747.1	9000365	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1	1	0	606	0	good	good	good	good	good	NBT03_gp174:127-177	FALSE
OP536746	OP536746.1	9000364	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1.3	0.9999949292375090	1	609	0	good	good	good	mediocre	good	NBT03_gp174:127-177,OPG153:386-510	FALSE
OP536745	OP536745.2	MPXV-USA-IL-IDPH-084	2022-07-06	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry	IIb	hMPXV-1	B.1.13	0.99945235765102	10	608	0	good	good	good	good	good		FALSE
OP536744	OP536744.2	MPXV-USA-IL-IDPH-083	2022-07-04	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry	IIb	hMPXV-1	B.1	0.997865208991476	323	606	0	good	good	good	good	good		FALSE
OP536743	OP536743.2	MPXV-USA-IL-IDPH-082	2022-07-03	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry	IIb	hMPXV-1	B.1	0.9973682742674020	420	606	0	good	good	good	good	good		FALSE
OP536742	OP536742.2	MPXV-USA-IL-IDPH-081	2022-07-02	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry	IIb	hMPXV-1	B.1	0.9994016500261150	19	607	0	good	good	good	good	good		FALSE
OP536741	OP536741.1	MPXV-USA-IL-IDPH-080	2022-07-01	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry	IIb	hMPXV-1	B.1	0.9994168623135860	16	608	0	good	good	good	good	good		FALSE
OP536740	OP536740.2	MPXV-USA-IL-IDPH-079	2022-07-02	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry	IIb	hMPXV-1	B.1	0.9994219330760770	15	606	0	good	good	good	good	good		FALSE
OP536739	OP536739.2	MPXV-USA-IL-IDPH-078	2022-06-30	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry	IIb	hMPXV-1	B.1	0.9822776850955080	3396	601	0	good	good	good	good	good		FALSE
OP536738	OP536738.2	MPXV-USA-IL-IDPH-077	2022-07-01	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry	IIb	hMPXV-1	B.1.13	0.9994726407009820	6	610	0	good	good	good	good	good		FALSE
OP536737	OP536737.2	MPXV-USA-IL-IDPH-076	2022-07-01	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry	IIb	hMPXV-1	B.1.13	0.9994574284135110	8	608	0	good	good	good	good	good		FALSE
OP536736	OP536736.2	MPXV-USA-IL-IDPH-075	2022-07-01	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry	IIb	hMPXV-1	B.1.11	0.9830484409940720	3244	600	0	good	good	good	good	good		FALSE
OP536735	OP536735.2	MPXV-USA-IL-IDPH-074	2022-07-01	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry	IIb	hMPXV-1	B.1.2	0.9933268765624290	1217	608	0	good	good	good	good	good		FALSE
OP536734	OP536734.1	MPXV-USA-IL-IDPH-073	2022-06-30	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry	IIb	hMPXV-1	B.1.13	0.9994219330760770	15	609	0	good	good	good	good	good		FALSE
OP536733	OP536733.2	MPXV-USA-IL-IDPH-072	2022-06-30	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry	IIb	hMPXV-1	B.1.13	0.94333422916804	11077	580	0	mediocre	good	good	good	good		FALSE
OP536732	OP536732.2	MPXV-USA-IL-IDPH-071	2022-07-01	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry	IIb	hMPXV-1	B.1.13	0.9994472868885300	10	608	0	good	good	good	good	good		FALSE
OP536731	OP536731.2	MPXV-USA-IL-IDPH-070	2022-06-30	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry	IIb	hMPXV-1	B.1.13	0.9994675699384920	7	608	0	good	good	good	good	good		FALSE
OP536730	OP536730.2	MPXV-USA-IL-IDPH-069	2022-06-28	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry	IIb	hMPXV-1	B.1	0.9679679933471600	6218	592	0	good	good	good	good	good		FALSE
OP536729	OP536729.2	MPXV-USA-IL-IDPH-068	2022-06-28	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry	IIb	hMPXV-1	B.1	0.9847420756659180	2910	599	0	good	good	good	good	good		FALSE
OP536728	OP536728.2	MPXV-USA-IL-IDPH-067	2022-06-25	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry	IIb	hMPXV-1	B.1.4	0.9665532506122950	6498	597	0	good	good	good	good	good		FALSE
OP536727	OP536727.2	MPXV-USA-IL-IDPH-066	2022-06-28	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry	IIb	hMPXV-1	B.1	0.9862480921256130	2614	601	0	good	good	good	good	good		FALSE
OP536726	OP536726.1	MPXV-USA-IL-IDPH-065	2022-06-27	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry	IIb	hMPXV-1	B.1.11	0.9835859418180710	3138	601	0	good	good	good	good	good		FALSE
OP536725	OP536725.1	MPXV-USA-IL-IDPH-064	2022-06-27	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry	IIb	hMPXV-1	B.1.11	0.9926118990512600	1358	608	0	good	good	good	good	good		FALSE
OP536724	OP536724.1	MPXV-USA-IL-IDPH-063	2022-06-27	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry	IIb	hMPXV-1	B.1.11	0.9493481534818390	9890	585	0	mediocre	good	good	good	good		FALSE
OP536723	OP536723.2	MPXV-USA-IL-IDPH-062	2022-06-22	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry	IIb	hMPXV-1	B.1.11	0.9886262797336840	2144	605	0	good	good	good	good	good		FALSE
OP536722	OP536722.2	MPXV-USA-IL-IDPH-061	2022-06-24	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry	IIb	hMPXV-1	B.1	0.9644184596037710	6918	589	0	good	good	good	good	good		FALSE
OP536721	OP536721.1	MPXV-USA-IL-IDPH-060	2022-07-06	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry	IIb	hMPXV-1	B.1	0.9994067207886050	18	609	0	good	good	good	good	good		FALSE
OP536720	OP536720.2	MPXV-USA-IL-IDPH-059	2022-07-06	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry	IIb	hMPXV-1	B.1.13	0.9370971913046570	12306	579	0	mediocre	good	good	good	good		FALSE
OP536719	OP536719.2	MPXV-USA-IL-IDPH-058	2022-07-05	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry	IIb	hMPXV-1	B.1.11	0.9533236312744350	9106	585	0	mediocre	good	good	good	good		FALSE
OP536718	OP536718.2	MPXV-USA-IL-IDPH-057	2022-07-06	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry	IIb	hMPXV-1	B.1	0.9988185123397010	135	608	0	good	good	good	good	good		FALSE
OP536717	OP536717.2	MPXV-USA-IL-IDPH-056	2022-07-09	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry	IIb	hMPXV-1	B.1.13	0.9862176675506700	2620	604	0	good	good	good	good	good		FALSE
OP536716	OP536716.2	MPXV-USA-IL-IDPH-055	2022-07-06	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry	IIb	hMPXV-1	B.1	0.9940012879736730	1085	606	0	good	good	good	good	good		FALSE
OP536715	OP536715.2	MPXV-USA-IL-IDPH-054	2022-07-01	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry	IIb	hMPXV-1	B.1	0.9756096324204270	4711	596	0	good	good	good	good	good		FALSE
